age,monthly_income,investment_knowledge,investment_experience,num_assets,time_horizon,goal_type,investment_frequency,dependents,market_sensitivity,net_worth,preferred_asset,education_level,employment_type,risk_profile,expected_return
64,8057,9,16,4,4,House,Yearly,1,4,94971,Crypto,Masters,Salaried,Speculative,4.52
19,4755,8,2,9,4,Wealth Accumulation,Monthly,3,9,714351,Stocks,Masters,Retired,Speculative,2.82
46,3846,2,2,1,27,Education,Monthly,3,7,1077988,Mixed,PhD,Unemployed,Speculative,4.1
30,3964,9,6,5,6,Education,Yearly,3,1,1678435,Real Estate,Bachelors,Salaried,Speculative,4.4
21,9878,4,9,7,2,House,Monthly,0,7,1243554,Crypto,Bachelors,Freelance,Speculative,4.14
59,13648,10,16,4,9,Education,Quarterly,2,8,1487405,Stocks,Bachelors,Freelance,Speculative,2.45
62,3755,5,14,7,28,Retirement,Quarterly,3,2,609748,Mixed,Bachelors,Salaried,Speculative,2.04
27,7473,5,7,9,8,House,Quarterly,1,3,228042,Mixed,PhD,Salaried,Moderate,2.3
48,15554,4,16,5,18,Wealth Accumulation,Quarterly,0,7,556014,Crypto,Masters,Retired,Speculative,5.16
58,2693,6,2,5,28,House,Monthly,4,1,277741,Bonds,High School,Freelance,Moderate,2.87
25,12084,1,3,2,12,Retirement,Quarterly,3,1,1693260,Crypto,Bachelors,Retired,Speculative,2.0
20,13003,2,7,5,16,House,Monthly,1,0,1107650,Stocks,Bachelors,Salaried,Speculative,2.89
65,18068,4,12,8,1,Retirement,Quarterly,1,1,771799,Bonds,Masters,Freelance,Speculative,3.0
63,3919,4,0,4,26,House,Quarterly,4,8,607782,Crypto,High School,Unemployed,Speculative,4.65
26,4756,8,17,2,20,Wealth Accumulation,Yearly,0,4,63965,Crypto,High School,Retired,Speculative,3.74
47,4283,9,10,8,27,Wealth Accumulation,Monthly,1,3,612106,Crypto,Masters,Retired,Speculative,3.61
28,5691,4,5,4,4,Education,Monthly,2,1,1056460,Real Estate,Masters,Retired,Speculative,6.02
52,8350,6,15,5,14,Retirement,Monthly,3,1,815178,Crypto,PhD,Freelance,Speculative,3.19
54,18540,4,18,7,18,Education,Yearly,0,5,221398,Stocks,High School,Retired,Speculative,4.92
59,4061,4,16,5,5,House,Monthly,3,6,604777,Mixed,High School,Unemployed,Speculative,2.25
30,6919,9,17,4,28,House,Yearly,3,3,1966230,Stocks,PhD,Retired,Speculative,3.91
53,18676,4,10,7,3,House,Monthly,4,10,1466914,Crypto,Masters,Freelance,Speculative,2.66
30,11076,6,13,4,19,House,Quarterly,2,6,1213908,Bonds,PhD,Salaried,Speculative,4.35
29,10752,9,11,4,12,Wealth Accumulation,Yearly,2,0,67461,Real Estate,Bachelors,Retired,Aggressive,2.82
54,17012,3,19,2,26,House,Yearly,4,7,812905,Real Estate,Bachelors,Salaried,Speculative,4.85
27,10175,7,6,5,28,Wealth Accumulation,Yearly,3,2,737305,Real Estate,High School,Freelance,Speculative,4.94
26,8902,7,16,8,19,Education,Monthly,2,6,686993,Bonds,Masters,Freelance,Speculative,3.12
69,3067,1,4,4,20,Wealth Accumulation,Quarterly,3,6,1806887,Bonds,Bachelors,Retired,Speculative,3.3
24,2979,2,13,2,11,Wealth Accumulation,Yearly,0,2,988491,Bonds,Masters,Retired,Speculative,3.35
19,19120,5,12,9,21,Retirement,Yearly,4,4,1413639,Bonds,Masters,Freelance,Speculative,2.0
40,19302,8,11,6,20,House,Monthly,4,1,1466697,Stocks,High School,Retired,Speculative,2.82
56,1700,6,13,3,9,House,Monthly,2,8,708133,Mixed,Masters,Retired,Speculative,3.16
57,5046,7,8,5,20,House,Quarterly,0,4,1350971,Bonds,Masters,Salaried,Speculative,2.98
56,3073,3,3,6,27,Education,Yearly,3,3,337797,Mixed,Masters,Salaried,Moderate,2.0
38,12945,6,18,9,23,House,Yearly,2,9,1779814,Crypto,High School,Unemployed,Speculative,4.06
40,17778,9,0,5,26,House,Yearly,3,2,344256,Mixed,PhD,Freelance,Moderate,2.0
46,4048,3,12,9,27,House,Yearly,0,0,927285,Crypto,High School,Unemployed,Speculative,2.0
31,1522,6,5,1,5,Retirement,Yearly,1,6,1903498,Real Estate,High School,Retired,Speculative,2.0
43,12101,7,0,4,10,Wealth Accumulation,Quarterly,2,2,276166,Crypto,High School,Retired,Aggressive,2.86
68,9741,5,16,1,9,Retirement,Yearly,2,10,321331,Stocks,High School,Unemployed,Speculative,2.06
22,18852,10,2,2,25,House,Monthly,4,9,1444300,Crypto,Masters,Salaried,Speculative,3.67
48,13674,8,16,2,13,Wealth Accumulation,Yearly,1,0,1798633,Real Estate,PhD,Retired,Speculative,4.87
42,18805,8,1,5,29,Retirement,Yearly,2,9,24917,Real Estate,High School,Salaried,Conservative,2.0
48,1285,6,6,1,29,House,Yearly,3,9,833284,Mixed,PhD,Freelance,Speculative,3.7
67,12957,7,0,3,8,House,Yearly,0,7,1602750,Mixed,PhD,Freelance,Speculative,4.19
37,8108,3,14,6,22,Retirement,Yearly,1,7,1686465,Real Estate,Bachelors,Freelance,Speculative,2.1
61,15990,7,3,1,13,Wealth Accumulation,Quarterly,4,2,1520581,Crypto,Bachelors,Freelance,Speculative,3.88
34,18829,7,5,1,28,Wealth Accumulation,Monthly,4,9,1767276,Crypto,PhD,Freelance,Speculative,4.47
62,6837,4,12,3,27,Retirement,Quarterly,3,2,1320846,Bonds,High School,Retired,Speculative,4.1
19,16032,10,12,9,22,House,Monthly,0,1,1684054,Stocks,Masters,Retired,Speculative,3.8
42,2466,4,19,2,28,Wealth Accumulation,Monthly,4,7,668314,Crypto,Bachelors,Retired,Speculative,5.67
30,10106,3,0,6,18,Retirement,Monthly,4,8,1773309,Real Estate,High School,Unemployed,Speculative,2.91
56,9479,10,1,3,23,Retirement,Yearly,0,3,992410,Stocks,PhD,Salaried,Speculative,2.4
45,11280,7,5,6,9,Retirement,Quarterly,1,3,1065944,Mixed,High School,Retired,Speculative,2.0
59,6932,5,10,7,9,Wealth Accumulation,Monthly,2,4,652599,Real Estate,Masters,Salaried,Speculative,4.05
23,10996,3,17,7,2,Education,Monthly,2,2,1278063,Real Estate,PhD,Retired,Speculative,2.84
20,2178,6,12,2,25,Education,Yearly,0,4,1939796,Mixed,Masters,Unemployed,Speculative,2.84
52,3551,6,11,3,7,Education,Yearly,0,3,1231936,Crypto,High School,Freelance,Speculative,2.73
35,17025,6,19,4,5,Education,Quarterly,0,7,1450268,Mixed,Bachelors,Salaried,Speculative,3.98
28,10780,2,6,8,21,Education,Monthly,3,4,1393138,Real Estate,PhD,Salaried,Speculative,2.57
37,11148,10,19,5,6,House,Monthly,3,6,76424,Crypto,PhD,Unemployed,Speculative,2.43
22,10967,7,6,1,13,Retirement,Monthly,0,3,1650393,Mixed,Masters,Unemployed,Speculative,4.78
36,5862,7,6,9,24,Education,Quarterly,3,1,1676447,Crypto,High School,Retired,Speculative,2.48
39,10179,10,1,1,18,Wealth Accumulation,Yearly,2,7,525861,Stocks,PhD,Retired,Speculative,3.32
36,6855,4,10,2,3,Retirement,Yearly,0,3,225861,Crypto,High School,Salaried,Speculative,3.46
64,18587,6,0,7,10,Wealth Accumulation,Quarterly,2,8,1987406,Real Estate,High School,Retired,Speculative,3.12
33,2119,4,12,3,23,Wealth Accumulation,Yearly,2,5,385851,Mixed,PhD,Unemployed,Speculative,4.47
41,4975,4,11,6,3,Wealth Accumulation,Monthly,3,7,1140898,Crypto,PhD,Salaried,Speculative,3.94
58,13919,6,12,8,1,House,Monthly,4,8,673482,Bonds,High School,Unemployed,Speculative,2.74
21,10602,9,6,5,6,Wealth Accumulation,Quarterly,4,8,1476987,Mixed,High School,Unemployed,Speculative,3.27
32,13695,7,11,1,23,Retirement,Yearly,1,8,531964,Mixed,Masters,Salaried,Speculative,3.31
42,2292,2,16,3,16,Retirement,Quarterly,1,6,1989207,Bonds,Bachelors,Unemployed,Speculative,3.83
61,10386,6,7,2,25,House,Quarterly,4,2,852875,Crypto,Masters,Freelance,Speculative,3.11
52,11140,5,2,6,17,House,Yearly,0,7,303412,Stocks,High School,Retired,Aggressive,2.71
31,19601,6,6,5,27,Retirement,Quarterly,4,6,472640,Real Estate,Masters,Freelance,Speculative,3.07
66,12772,8,18,7,16,Retirement,Monthly,3,8,1521415,Stocks,PhD,Retired,Speculative,2.67
36,7590,8,19,2,25,Wealth Accumulation,Quarterly,4,4,346376,Real Estate,PhD,Salaried,Speculative,3.66
55,14977,3,7,6,10,Wealth Accumulation,Monthly,0,3,656488,Real Estate,Masters,Salaried,Speculative,3.23
53,18401,9,13,5,7,House,Monthly,0,1,240563,Mixed,Masters,Freelance,Speculative,4.69
24,6176,6,13,6,8,Education,Quarterly,1,6,1758708,Real Estate,PhD,Unemployed,Speculative,3.54
47,13399,7,1,5,3,Wealth Accumulation,Monthly,1,5,1637089,Mixed,Bachelors,Unemployed,Speculative,3.78
36,7647,9,5,7,5,Wealth Accumulation,Quarterly,0,5,988910,Bonds,High School,Unemployed,Speculative,3.8
66,7015,7,15,5,19,Education,Quarterly,2,9,1006475,Real Estate,High School,Retired,Speculative,5.04
42,16845,10,8,7,7,Wealth Accumulation,Yearly,1,7,1833768,Bonds,Masters,Retired,Speculative,3.79
33,19473,9,14,1,18,Education,Quarterly,3,0,9529,Stocks,Masters,Freelance,Speculative,3.8
64,3056,1,18,9,22,Education,Monthly,2,0,1855500,Mixed,PhD,Salaried,Speculative,3.7
57,13176,1,14,6,26,Retirement,Quarterly,3,3,916228,Mixed,PhD,Freelance,Speculative,2.91
68,11003,3,11,9,18,Education,Quarterly,3,7,1674852,Crypto,Masters,Freelance,Speculative,4.27
25,14747,9,8,1,25,Education,Yearly,0,4,1467067,Real Estate,Masters,Salaried,Speculative,2.59
35,4114,1,15,2,6,House,Yearly,2,8,771474,Crypto,Masters,Unemployed,Speculative,4.74
45,14442,1,5,7,5,House,Monthly,1,2,319498,Crypto,High School,Freelance,Speculative,3.0
33,8383,5,19,4,6,House,Monthly,0,5,969369,Bonds,Bachelors,Retired,Speculative,3.66
69,2629,8,14,1,29,Wealth Accumulation,Monthly,4,5,893093,Mixed,Masters,Retired,Speculative,2.82
36,18927,2,12,5,28,House,Monthly,1,3,656728,Bonds,PhD,Freelance,Speculative,3.27
59,19288,4,9,4,6,Retirement,Yearly,4,10,1141301,Mixed,Bachelors,Salaried,Speculative,3.46
34,18820,6,13,6,22,Retirement,Quarterly,0,1,1100389,Mixed,Masters,Unemployed,Speculative,3.11
62,4317,1,2,7,26,Retirement,Yearly,3,5,1495013,Crypto,Masters,Retired,Speculative,2.0
30,12251,4,11,3,22,Wealth Accumulation,Yearly,3,9,460136,Bonds,PhD,Retired,Speculative,3.1
24,5116,4,0,6,25,Education,Yearly,2,2,835608,Bonds,PhD,Freelance,Speculative,2.37
44,10623,9,15,2,23,Education,Quarterly,1,7,87086,Mixed,Bachelors,Unemployed,Aggressive,2.8
27,7123,9,9,4,11,Retirement,Quarterly,4,1,1337303,Bonds,Masters,Salaried,Speculative,3.96
51,4061,6,8,9,17,Education,Yearly,4,2,423080,Real Estate,Bachelors,Retired,Speculative,4.55
53,9089,8,17,7,26,Education,Quarterly,2,8,1455862,Bonds,High School,Unemployed,Speculative,3.92
42,4731,10,0,2,9,Education,Yearly,1,10,1653065,Stocks,High School,Salaried,Speculative,2.83
23,7327,4,9,6,22,Wealth Accumulation,Yearly,3,1,324041,Bonds,High School,Retired,Aggressive,5.68
41,17361,10,6,4,16,Education,Monthly,0,10,577887,Real Estate,Bachelors,Salaried,Speculative,4.13
35,16907,8,9,8,10,Education,Yearly,2,10,1686028,Bonds,Masters,Retired,Speculative,6.03
40,3046,3,11,8,15,Wealth Accumulation,Yearly,0,10,852523,Real Estate,Masters,Freelance,Speculative,3.52
23,12332,2,10,1,8,House,Yearly,0,9,1187978,Stocks,High School,Salaried,Speculative,2.4
46,6064,6,8,8,14,Retirement,Monthly,2,0,320239,Crypto,Bachelors,Salaried,Speculative,5.34
42,10445,5,4,7,16,Wealth Accumulation,Quarterly,4,2,267303,Mixed,PhD,Retired,Moderate,4.29
34,1722,8,3,1,19,Wealth Accumulation,Monthly,1,9,736277,Mixed,High School,Unemployed,Speculative,5.52
63,14289,1,19,3,3,Retirement,Quarterly,4,5,1894657,Mixed,PhD,Salaried,Speculative,4.59
41,16210,10,12,5,13,Education,Monthly,3,7,805165,Stocks,Bachelors,Salaried,Speculative,3.17
28,8564,3,7,3,28,Education,Quarterly,1,9,1049458,Stocks,Masters,Retired,Speculative,2.0
43,9275,7,15,3,9,Wealth Accumulation,Monthly,2,4,1510924,Real Estate,Masters,Unemployed,Speculative,3.21
68,4819,10,0,1,12,House,Yearly,2,1,1201004,Stocks,Masters,Freelance,Speculative,3.3
51,4364,4,16,8,25,Retirement,Quarterly,2,7,1477173,Crypto,High School,Unemployed,Speculative,2.52
45,5318,10,14,9,5,House,Monthly,0,1,188769,Real Estate,PhD,Freelance,Speculative,2.33
20,12479,5,14,5,21,Wealth Accumulation,Monthly,2,3,724031,Crypto,Masters,Freelance,Speculative,2.81
28,8398,8,17,1,19,House,Monthly,3,8,1465176,Crypto,Bachelors,Unemployed,Speculative,3.96
55,3452,1,5,1,7,Wealth Accumulation,Quarterly,3,6,1335770,Bonds,PhD,Unemployed,Speculative,2.69
31,1425,1,1,9,7,Retirement,Yearly,2,2,908242,Mixed,Bachelors,Retired,Speculative,3.04
68,14865,7,4,1,19,House,Monthly,1,0,980622,Crypto,High School,Unemployed,Speculative,4.74
43,14507,9,18,9,8,House,Quarterly,3,10,951572,Mixed,High School,Freelance,Speculative,3.92
65,9799,4,6,3,6,Retirement,Quarterly,1,5,1095162,Real Estate,High School,Salaried,Speculative,4.43
38,3124,8,8,3,3,Retirement,Yearly,1,8,1562144,Mixed,Bachelors,Salaried,Speculative,2.35
56,18684,10,1,4,22,Wealth Accumulation,Yearly,1,3,1533817,Stocks,Masters,Unemployed,Speculative,2.62
47,6015,7,6,5,1,Wealth Accumulation,Yearly,2,10,83959,Mixed,Bachelors,Freelance,Conservative,2.3
25,9657,2,13,6,6,Wealth Accumulation,Quarterly,0,6,1678355,Stocks,High School,Salaried,Speculative,2.0
68,19348,5,14,6,23,Wealth Accumulation,Quarterly,2,2,1805734,Bonds,Bachelors,Unemployed,Speculative,2.47
37,11731,9,11,9,20,Wealth Accumulation,Yearly,3,0,69219,Bonds,Masters,Salaried,Aggressive,3.78
65,19744,9,19,1,20,Retirement,Monthly,3,4,1415318,Crypto,Masters,Freelance,Speculative,4.93
49,19423,3,3,9,19,House,Yearly,3,0,1028072,Stocks,High School,Unemployed,Speculative,2.08
39,17308,3,12,4,21,Education,Yearly,3,1,1603054,Stocks,Bachelors,Retired,Speculative,3.3
24,18568,2,8,7,28,Education,Yearly,0,6,632103,Mixed,PhD,Freelance,Speculative,2.99
26,15643,7,11,6,13,Wealth Accumulation,Yearly,1,0,1992535,Bonds,High School,Unemployed,Speculative,3.99
62,4934,6,9,9,27,Education,Monthly,2,5,680592,Stocks,High School,Retired,Speculative,3.12
18,12409,5,8,2,17,House,Monthly,3,6,1812411,Real Estate,High School,Unemployed,Speculative,3.18
46,9172,7,6,2,22,House,Yearly,1,3,1516592,Bonds,PhD,Salaried,Speculative,3.82
25,1777,4,11,7,18,Wealth Accumulation,Quarterly,2,3,609754,Crypto,High School,Unemployed,Speculative,2.0
21,16905,5,15,9,20,Education,Quarterly,0,1,1049429,Crypto,Bachelors,Freelance,Speculative,4.76
52,3418,9,14,5,6,Retirement,Monthly,4,4,1034387,Bonds,High School,Salaried,Speculative,3.8
20,13454,9,6,7,11,Retirement,Yearly,0,6,633671,Stocks,Masters,Salaried,Speculative,2.48
62,3439,4,7,8,27,Wealth Accumulation,Quarterly,4,3,639711,Crypto,High School,Retired,Speculative,2.86
57,8804,6,6,8,6,House,Monthly,3,7,1888720,Bonds,Masters,Salaried,Speculative,4.42
24,14023,2,10,4,28,Education,Monthly,1,7,473948,Mixed,Bachelors,Retired,Speculative,2.0
44,15826,3,3,7,26,House,Monthly,1,10,748563,Stocks,High School,Freelance,Speculative,3.17
18,14212,9,17,1,7,Wealth Accumulation,Monthly,2,6,259572,Bonds,Bachelors,Salaried,Speculative,4.21
44,2989,6,18,4,1,House,Yearly,4,2,948140,Mixed,Masters,Unemployed,Speculative,5.45
33,8868,8,6,5,28,Education,Monthly,4,9,147468,Real Estate,Masters,Retired,Moderate,2.0
55,10258,5,12,7,22,House,Quarterly,2,8,17296,Crypto,Bachelors,Freelance,Aggressive,3.28
24,1944,2,8,6,25,Wealth Accumulation,Yearly,1,7,951360,Bonds,High School,Salaried,Speculative,2.99
61,19281,7,17,4,24,Retirement,Monthly,1,9,1830522,Stocks,Bachelors,Freelance,Speculative,6.25
40,6150,6,6,3,8,Retirement,Quarterly,2,0,438299,Mixed,High School,Salaried,Speculative,4.21
58,19081,2,19,6,27,Education,Quarterly,4,8,1636301,Bonds,Masters,Salaried,Speculative,4.9
28,12006,6,15,5,14,Wealth Accumulation,Quarterly,3,6,1907823,Bonds,High School,Freelance,Speculative,4.45
59,11680,8,4,3,22,Wealth Accumulation,Yearly,2,9,187129,Mixed,PhD,Salaried,Moderate,2.0
50,16204,1,6,4,20,House,Yearly,1,9,1133317,Bonds,Masters,Unemployed,Speculative,3.73
67,2665,4,5,2,1,Retirement,Quarterly,3,3,1179924,Stocks,Masters,Freelance,Speculative,4.37
53,13811,1,1,9,5,Education,Yearly,3,4,1791703,Crypto,Bachelors,Unemployed,Speculative,5.01
54,9951,2,6,7,29,Education,Monthly,4,6,675163,Stocks,High School,Unemployed,Speculative,3.08
58,11349,1,8,3,5,Education,Monthly,2,7,1542668,Stocks,Bachelors,Salaried,Speculative,2.0
34,10543,6,12,8,14,House,Monthly,3,3,1318397,Crypto,PhD,Unemployed,Speculative,3.11
52,10460,6,16,8,7,Wealth Accumulation,Yearly,0,6,1913394,Bonds,Bachelors,Salaried,Speculative,3.41
65,2785,1,16,1,17,Education,Yearly,3,5,877784,Mixed,High School,Salaried,Speculative,3.37
22,6948,4,14,5,29,House,Yearly,3,8,14909,Mixed,Masters,Retired,Moderate,5.73
65,15498,4,17,5,11,Education,Quarterly,3,3,29381,Real Estate,High School,Salaried,Aggressive,3.32
49,19991,8,14,3,22,House,Monthly,2,3,1904785,Stocks,High School,Salaried,Speculative,3.19
20,3630,6,10,2,7,Retirement,Quarterly,4,2,270373,Crypto,Masters,Unemployed,Speculative,2.87
69,8660,2,11,1,1,House,Quarterly,4,7,430222,Mixed,Masters,Retired,Speculative,3.44
64,1238,5,16,4,15,Wealth Accumulation,Monthly,0,7,1113664,Crypto,PhD,Retired,Speculative,2.94
52,14891,4,11,2,19,Retirement,Yearly,0,3,1193039,Mixed,Masters,Unemployed,Speculative,2.0
69,10338,10,6,5,10,Retirement,Quarterly,3,2,916666,Crypto,High School,Salaried,Speculative,3.49
31,10749,4,6,2,9,Education,Quarterly,3,5,1376711,Stocks,Masters,Salaried,Speculative,3.85
65,11349,8,9,1,13,Retirement,Yearly,3,8,720492,Real Estate,High School,Unemployed,Speculative,2.24
48,14582,5,15,9,24,House,Yearly,0,7,183206,Real Estate,Masters,Salaried,Aggressive,3.26
48,12643,3,10,2,13,Wealth Accumulation,Monthly,4,6,1657335,Stocks,Masters,Freelance,Speculative,4.68
34,13245,10,15,4,26,Retirement,Quarterly,0,6,1425800,Bonds,PhD,Freelance,Speculative,2.0
41,8899,4,1,3,6,Wealth Accumulation,Monthly,4,4,473056,Bonds,Masters,Unemployed,Aggressive,2.4
69,8145,1,1,1,8,House,Quarterly,0,1,86337,Crypto,PhD,Freelance,Moderate,3.2
40,6861,6,17,8,12,House,Monthly,4,8,999139,Stocks,High School,Salaried,Speculative,3.34
35,14051,10,4,2,2,Wealth Accumulation,Monthly,0,2,1773150,Stocks,PhD,Salaried,Speculative,3.43
67,17632,4,13,8,29,House,Yearly,4,8,1109690,Crypto,Bachelors,Unemployed,Speculative,3.93
31,13321,6,7,1,16,Wealth Accumulation,Quarterly,2,9,391396,Crypto,High School,Unemployed,Speculative,2.0
67,5323,2,5,6,29,Education,Monthly,2,1,836893,Mixed,High School,Freelance,Speculative,2.0
32,3860,5,8,4,12,House,Yearly,1,0,445521,Real Estate,Bachelors,Unemployed,Speculative,3.84
32,18107,9,5,3,23,Education,Yearly,4,9,1863093,Mixed,Bachelors,Unemployed,Speculative,3.99
23,15919,8,16,1,18,Retirement,Yearly,4,6,1663256,Crypto,Bachelors,Unemployed,Speculative,3.08
44,1569,3,7,1,3,Retirement,Quarterly,4,0,1868948,Crypto,High School,Retired,Speculative,4.86
32,9411,1,2,7,18,Education,Monthly,1,7,1332439,Crypto,PhD,Unemployed,Speculative,3.01
67,10586,10,11,6,11,Retirement,Quarterly,0,2,1167106,Mixed,Masters,Retired,Speculative,2.78
53,3122,3,12,3,5,Retirement,Quarterly,2,2,572666,Real Estate,Bachelors,Salaried,Speculative,4.04
25,15409,8,17,2,13,Retirement,Yearly,1,8,267731,Crypto,Masters,Salaried,Speculative,3.73
32,4089,3,10,3,10,Retirement,Quarterly,2,10,1229943,Bonds,High School,Salaried,Speculative,2.34
20,15242,5,1,8,21,House,Quarterly,3,0,863736,Real Estate,PhD,Freelance,Speculative,2.0
64,8210,2,13,7,22,Retirement,Monthly,1,6,1315414,Bonds,Bachelors,Freelance,Speculative,3.0
30,17433,1,0,7,15,House,Yearly,1,1,38574,Bonds,Masters,Freelance,Conservative,2.0
58,1514,10,14,5,6,Wealth Accumulation,Yearly,2,10,740506,Real Estate,Masters,Salaried,Speculative,3.89
51,11983,5,17,3,16,Retirement,Monthly,4,2,1167452,Bonds,Bachelors,Retired,Speculative,4.16
41,11970,5,17,1,23,Wealth Accumulation,Quarterly,3,9,1234628,Stocks,High School,Freelance,Speculative,2.0
57,11810,6,16,1,8,Education,Monthly,2,7,59367,Mixed,PhD,Unemployed,Moderate,2.84
49,11029,2,0,6,20,Education,Monthly,1,2,1577740,Crypto,Bachelors,Retired,Speculative,5.07
49,5671,9,13,4,25,House,Quarterly,4,1,1329600,Stocks,Masters,Retired,Speculative,3.77
47,18549,2,19,7,3,Education,Yearly,3,6,346038,Crypto,Masters,Retired,Speculative,3.05
69,11441,2,15,1,5,House,Monthly,4,2,1203926,Crypto,PhD,Retired,Speculative,3.56
66,1414,5,3,6,15,Wealth Accumulation,Quarterly,2,7,1794087,Stocks,Masters,Retired,Speculative,3.94
30,16093,9,5,7,3,Wealth Accumulation,Yearly,4,3,1786248,Crypto,High School,Unemployed,Speculative,3.69
18,18488,4,15,1,15,Retirement,Monthly,1,5,1800790,Real Estate,PhD,Freelance,Speculative,2.0
51,3416,6,19,2,2,Wealth Accumulation,Monthly,1,10,195498,Mixed,Masters,Retired,Aggressive,3.02
32,6611,2,5,9,12,Education,Yearly,0,7,1906267,Crypto,PhD,Unemployed,Speculative,2.38
61,16231,4,14,9,27,House,Monthly,3,3,534054,Mixed,Bachelors,Salaried,Speculative,3.76
31,9395,9,0,6,5,House,Monthly,2,4,360219,Bonds,High School,Freelance,Moderate,2.77
46,9260,2,6,4,9,Retirement,Quarterly,4,2,680630,Crypto,Masters,Retired,Speculative,3.84
51,13648,1,10,7,22,Retirement,Monthly,1,3,965535,Bonds,High School,Retired,Speculative,2.0
35,14342,4,0,5,4,Education,Monthly,0,9,905135,Mixed,High School,Freelance,Speculative,4.34
24,15210,4,7,3,23,House,Quarterly,2,7,425339,Stocks,Bachelors,Retired,Speculative,5.07
46,7833,1,13,4,26,Retirement,Quarterly,1,6,472273,Mixed,Bachelors,Salaried,Speculative,2.0
48,5752,4,4,2,21,Wealth Accumulation,Yearly,2,5,585941,Real Estate,Bachelors,Retired,Speculative,3.95
42,12978,3,12,6,28,Education,Yearly,1,4,939392,Real Estate,High School,Freelance,Speculative,2.69
55,9727,2,14,3,7,Wealth Accumulation,Yearly,2,8,1105536,Mixed,Masters,Unemployed,Speculative,3.31
31,6023,10,8,7,16,House,Quarterly,1,3,1908586,Mixed,High School,Unemployed,Speculative,3.21
25,1982,4,7,4,13,Retirement,Monthly,4,2,351493,Bonds,Bachelors,Freelance,Aggressive,4.26
44,15305,8,18,8,2,Education,Monthly,3,10,1574471,Bonds,High School,Freelance,Speculative,3.52
19,17146,7,16,1,2,Education,Monthly,1,5,941028,Crypto,PhD,Salaried,Speculative,2.49
34,18729,9,18,9,9,Retirement,Monthly,2,1,1095760,Bonds,Masters,Retired,Speculative,3.65
54,12201,8,17,3,15,Retirement,Quarterly,1,8,385023,Stocks,High School,Freelance,Speculative,2.0
31,17910,1,17,3,4,House,Yearly,0,5,577659,Stocks,High School,Salaried,Speculative,2.0
42,18314,2,3,5,17,Wealth Accumulation,Yearly,4,2,1631761,Bonds,Masters,Salaried,Speculative,3.76
47,19666,2,1,1,9,Wealth Accumulation,Yearly,0,1,582279,Mixed,Masters,Unemployed,Speculative,2.97
46,19330,8,4,3,15,Wealth Accumulation,Quarterly,2,8,700412,Mixed,High School,Freelance,Speculative,2.55
